,Model
2,nan
5,nan
6,Adolf Hitler and Johannes von Kotzebue
9,nan
12,Dick Fosbury
13,Grenoble
17,nan
18,Seb Coe
19,nan
20,nan
23,nan
27,nan
34,Sarah Stevenson
35,Sweden
36,Russia
40,nan
53,nan
60,Hedda Hopper
61,nan
62,Honda
63,George Eliot
64,U2
65,nan
71,nan
83,nan
84,nan
87,nan
88,nan
89,nan
95,nan
98,nan
100,nan
102,Cyprus
103,nan
109,nan
111,nan
120,nan
121,nan
127,Mahler
133,"""The 39 Steps"""
134,nan
137,nan
139,nan
146,Clueless
147,nan
158,nan
159,nan
160,nan
161,nan
166,nan
167,Andrew Garfield
170,General Ulysses S. Grant
173,nan
174,nan
175,nan
176,"Navajo, Cherokee, Lakota Sioux"
178,John F. Kennedy
179,Theodore Roosevelt
180,nan
181,nan
189,nan
190,nan
191,Spain
192,Granada
193,nan
194,nan
196,Las Vegas
201,nan
206,Drums
208,The Smiths
210,nan
212,nan
217,Marcheline Bertrand
224,nan
225,The Zambezi River
227,AC/DC
230,nan
234,nan
244,Brideshead Revisited
259,Benny Goodman's band
262,Win Butler
266,nan
267,Juan Perón
269,Jupiter
270,Uranus
271,nan
275,nan
281,nan
283,Boston Pops Orchestra
290,Piano
296,Michel Hazanavicius
300,nan
306,nan
307,Abraham Lincoln
309,nan
318,nan
321,Madeira
325,nan
327,nan
331,nan
334,Glenrowan
335,nan
336,nan
337,nan
338,Don Bradman
340,nan
342,nan
344,nan
349,nan
354,Portugal
356,nan
359,Iraq
369,Gerry Rafferty
376,nan
377,nan
386,nan
392,nan
402,Blackpool FC
403,James Bond
405,Piano
406,nan
409,nan
419,Prasutagus
420,nan
423,nan
426,Greg James
427,nan
434,nan
438,nan
439,nan
452,nan
453,nan
458,nan
459,nan
462,Vince Edwards
464,nan
466,nan
467,nan
473,Suede
478,nan
482,nan
484,nan
485,nan
486,nan
487,nan
488,nan
490,nan
491,nan
505,Destiny's Child
513,nan
520,nan
522,nan
523,nan
524,The Righteous Brothers
527,nan
530,nan
533,nan
539,nan
548,Tim McInnerny
550,nan
562,nan
575,Jake Blues
580,nan
581,nan
585,nan
588,nan
589,Whitney Houston
592,nan
599,nan
602,AC/DC
604,nan
605,Martin Amis
606,nan
607,A. A. S. Byatt
608,"Declan Hughes, not correct.
Paul Durcan, not correct.
Richard Ford, not correct.
Roddy Doyle, correct."
609,Thomas Keneally
612,Elvis Presley
615,nan
627,nan
628,Muhammad Ali
629,Manny Pacquiao
632,Rocky Marciano
633,Anthony Joshua
634,Muhammad Ali
636,David Hockney
644,nan
654,nan
659,nan
660,nan
661,nan
670,Robin Cousins
671,nan
672,nan
680,Churchill
690,nan
693,Buffalo Springfield
697,nan
701,nan
710,General Motors
712,nan
713,nan
715,nan
716,"""Rainbow"""
719,nan
721,nan
725,nan
728,Phil Collins
730,Tennis
733,nan
741,nan
742,nan
745,nan
747,Vegetable
750,Jupiter
751,nan
754,nan
755,nan
759,nan
762,nan
763,nan
764,nan
765,nan
766,nan
768,nan
769,nan
771,nan
772,nan
773,nan
774,Pierre Trudeau
777,"""Lucky Eddy"" by John Steinbeck contains the characters Curly, Crooks, and Candy."
778,Palme d'Or
781,Florida
782,Florida
789,nan
792,nan
800,nan
803,Nancy Drew
808,nan
809,nan
810,nan
812,nan
837,nan
846,"""The Pickwick Papers"""
851,nan
852,nan
858,nan
862,Tennis
864,nan
868,nan
869,nan
871,nan
873,nan
878,nan
879,Renée Zellweger
881,Chicago Picasso
884,nan
886,nan
888,nan
917,Robert E. Lee
920,"""Book One"""
921,Enya
924,nan
930,C.R. Mills (assuming the context is accurate and complete)
931,nan
935,nan
936,nan
939,nan
941,nan
955,nan
956,nan
959,nan
963,"""As You Like It"""
969,nan
970,nan
971,nan
972,nan
977,nan
978,nan
979,nan
988,Penelope Cruz
994,Brian Capron
1002,nan
1003,nan
1010,Dante Smith (aka DJ Danger Mouse)
1012,Alastair Cook
1013,Fred Trueman
1014,Don Bradman
1015,Imran Khan
1017,nan
1025,General Motors
1033,Jupiter
1037,nan
1044,nan
1052,nan
1055,nan
1056,nan
1057,nan
1062,nan
1064,nan
1066,nan
1069,nan
1079,nan
1093,David Lee Fortunato
1099,nan
1102,nan
1103,Cycling
1104,nan
1108,nan
1112,nan
1113,nan
1114,nan
1115,nan
1116,nan
1117,nan
1120,nan
1122,nan
1129,Lauren Weisberger
1131,nan
1133,nan
1140,Chester Gould
1143,Madonna
1144,nan
1145,Brad Fiedel
1147,nan
1150,Scott Adams
1151,"Leah, Rachel"
1152,nan
1154,Clive Cussler
1155,San Francisco Police Department
1159,nan
1160,nan
1161,nan
1167,nan
1172,nan
1176,nan
1180,Kansas
1187,Haiti
1197,nan
1203,nan
1207,nan
1208,nan
1210,"Marlon Brando, Robert Brando"
1215,nan
1222,nan
1238,nan
1241,nan
1246,Alison Bechdel
1250,Patsy Palmer
1252,nan
1254,nan
1255,nan
1260,nan
1274,nan
1283,nan
1290,nan
1293,nan
1307,Margaret Rose
1327,nan
1334,nan
1336,Fabio Capello
1337,Roy Hodgson
1338,nan
1340,Andy Bell
1341,nan
1347,South Africa
1353,nan
1355,Bonnie and Clyde
1360,nan
1363,Jupiter
1365,Croatia
1367,nan
1368,nan
1369,nan
1372,nan
1381,nan
1385,Manchester City
1386,nan
1387,nan
1389,nan
1390,nan
1397,nan
1407,nan
1409,Austria
1419,nan
1422,nan
1424,nan
1427,nan
1429,nan
1433,nan
1436,nan
1442,nan
1443,Okeechobee Waterway
1444,Boxing match
1451,nan
1453,nan
1454,nan
1455,nan
1456,nan
1457,nan
1458,Dennis Bergkamp
1459,"Martin Peters, Bobby Charlton"
1460,Marians Pahars
1461,Theo Walcott
1462,Zinedine Zidane
1463,nan
1469,nan
1470,nan
1478,Frankie Valli
1481,Jacques Chirac
1482,Valéry Giscard d'Estaing
1483,nan
1484,nan
1486,nan
1490,"Sofia, Gia, Romana"
1493,Mr. Deeds Goes to Town
1500,nan
1502,Jane Leeves
1506,nan
1508,nan
1510,nan
1520,Tom Jones
1541,Jupiter
1542,nan
1543,nan
1544,nan
1557,nan
1561,nan
1562,nan
