,Model
894,
1329,
1235,
1778,"Burkina Faso, Niger, Nigeria, Benin, Mali, Chad, Guinea-Bissau, Congo, Cameroon, Central African Republic, Togo, Senegal, Côte d'Ivoire, and Gabon."
1471,
2151,
1538,
3406,
3332,"Belarus, Kazakhstan, Ukraine, Norway, Finland, Azerbaijan, Georgia, Mongolia, China, Poland, Latvia, Lithuania, Estonia, Estonia (Estonia is listed twice, but it's a typo in the context)"
656,
1141,
2745,
1349,
2352,"Sydney_Airport, University_of_Sydney, Westfield_Group"
902,"Chad, Nigeria, Benin, Niger, Mali, Guinea-Bissau, Cameroon, Congo, Equatorial Guinea, Gabon, Côte d'Ivoire, Senegal, Togo, Burkina Faso, and Central African Republic."
1779,
791,"Belarus, Kazakhstan, Ukraine, Norway, Mongolia, China, Finland, Poland, North Korea, Azerbaijan, Georgia"
2679,
796,Miami Hurricanes
3234,
1382,
1812,
175,
1084,
1191,
1695,
839,
982,
1359,
2990,"Estonia, Latvia, Lithuania, Finland, Norway, Poland, Belarus, Ukraine, Kazakhstan, Azerbaijan, Mongolia, China, North Korea, and Georgia."
2113,
1754,
1668,
856,
3152,"Sam Shepard lived in New York, which has a GNIS feature ID below 1661479."
961,
1291,"Nigeria, Benin, and Niger"
1856,
1949,
1166,
2311,
1535,"Russia, Mongolia, Kazakhstan, Tajikistan, Afghanistan, Myanmar, Laos, North Korea, Vietnam, Bhutan, Pakistan, India, Nepal, Kyrgyzstan, and Afghanistan are the countries that border China and have an ISO numeric greater than 704."
726,
1219,
